N.,K,T_W2V,P_W2V,T_FT,P_FT,VEC,SUM,AVG,PROD,MIN,MAX,POS_ALL,NOUN,VERB,ADJ,ADV,A_CAPS,C_CAPS,P_EMO,N_EMO,EL_W,NEG,BAG_OF_WORDS,KERNEL,MODEL_FILE,VECTORS_SIZE,SUBJ_FSCORE,OPOS_FSCORE,ONEG_FSCORE,IRO_FSCORE,POL_FSCORE
47,5,n,n,y,n,y,y,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_60.bin,100,0.48944,0.50646,0.55596,0.51968,0.53122
48,5,n,n,y,n,y,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_60.bin,100,0.43908,0.5605,0.55636,0.4706,0.55842
49,5,n,n,y,n,y,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_60.bin,100,0.44382,0.53688,0.5092,0.47326,0.52306
50,5,n,n,y,n,y,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_60.bin,100,0.43766,0.54238,0.51682,0.47648,0.5296
51,5,n,n,y,n,y,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_60.bin,100,0.4474,0.54176,0.5402,0.46984,0.54098
52,5,n,n,y,n,y,n,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_60.bin,100,0.44326,0.54838,0.53772,0.47114,0.54306
53,5,n,n,y,n,y,y,y,y,y,y,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_60.bin,100,0.47562,0.55344,0.5131,0.50332,0.53326
54,5,n,n,y,n,y,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_60.bin,100,0.46186,0.48734,0.58616,0.48654,0.53676
55,5,n,n,y,n,y,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_60.bin,100,0.44218,0.47258,0.52602,0.47104,0.4993
56,5,n,n,y,n,y,n,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_60.bin,100,0.44502,0.49442,0.55196,0.4888,0.5232
57,5,n,n,y,n,y,n,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_60.bin,100,0.44108,0.47588,0.56184,0.47342,0.51886
58,5,n,n,y,n,y,n,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_60.bin,100,0.45528,0.47902,0.52936,0.47068,0.50418
59,5,n,n,y,n,y,y,y,y,y,y,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_60.bin,100,0.47932,0.52198,0.53484,0.49868,0.5284
60,5,n,n,y,n,y,y,n,n,n,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_60.bin,100,0.572,0.60882,0.5969,0.48836,0.60284
61,5,n,n,y,n,y,n,y,n,n,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_60.bin,100,0.66184,0.63292,0.66932,0.48176,0.65112
62,5,n,n,y,n,y,n,n,y,n,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_60.bin,100,0.50296,0.50822,0.54532,0.4923,0.5268
63,5,n,n,y,n,y,n,n,n,y,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_60.bin,100,0.61698,0.57646,0.60258,0.50078,0.58952
64,5,n,n,y,n,y,n,n,n,n,y,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_60.bin,100,0.59814,0.59136,0.62976,0.49824,0.61056
65,5,n,n,y,n,y,y,y,y,y,y,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_60.bin,100,0.5781,0.5668,0.58382,0.53298,0.57534
