N.,K,T_W2V,P_W2V,T_FT,P_FT,VEC,SUM,AVG,PROD,MIN,MAX,POS_ALL,NOUN,VERB,ADJ,ADV,A_CAPS,C_CAPS,P_EMO,N_EMO,EL_W,NEG,BAG_OF_WORDS,KERNEL,MODEL_FILE,VECTORS_SIZE,SUBJ_FSCORE,OPOS_FSCORE,ONEG_FSCORE,IRO_FSCORE,POL_FSCORE
24,5,y,n,n,n,y,n,n,n,y,n,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.65846,0.6066,0.64924,0.47342,0.62794
25,5,y,n,n,n,y,n,n,n,y,n,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.68436,0.65554,0.6765,0.51024,0.666
26,5,y,n,n,n,y,n,n,n,n,y,y,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.65858,0.60284,0.65178,0.46998,0.6273
27,5,y,n,n,n,y,n,n,n,n,y,y,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.64218,0.596,0.64886,0.46886,0.62242
28,5,y,n,n,n,y,n,n,n,n,y,y,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.65786,0.62784,0.64292,0.4711,0.63538
29,5,y,n,n,n,y,n,n,n,n,y,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.6489,0.59994,0.65342,0.47206,0.62666
30,5,y,n,n,n,y,n,n,n,n,y,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.6796,0.64244,0.66672,0.49182,0.65458
31,5,y,n,n,n,y,y,y,y,y,y,y,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.6985,0.67032,0.6843,0.52728,0.67732
32,5,y,n,n,n,y,y,y,y,y,y,y,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.68956,0.66314,0.67812,0.53074,0.67064
33,5,y,n,n,n,y,y,y,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.69922,0.68164,0.67742,0.51842,0.67954
34,5,y,n,n,n,y,y,y,y,y,y,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.69962,0.67088,0.68682,0.52806,0.67886
35,5,y,n,n,n,y,y,y,y,y,y,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.6824,0.668,0.66804,0.57668,0.66802
36,5,y,n,n,n,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.58804,0.5118,0.63798,0.46978,0.5749
37,5,y,n,n,n,y,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.58748,0.4956,0.60464,0.46876,0.55012
38,5,y,n,n,n,y,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.41748,0.4355,0.38136,0.46884,0.40844
39,5,y,n,n,n,y,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.558,0.51146,0.62348,0.46886,0.5675
40,5,y,n,n,n,y,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.55492,0.51612,0.60532,0.46886,0.56072
41,5,y,n,n,n,y,y,y,y,y,y,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.62494,0.55998,0.65408,0.47446,0.60702
42,5,y,n,n,n,y,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.461,0.48022,0.59462,0.46882,0.5374
43,5,y,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.42108,0.42838,0.5287,0.46886,0.47854
44,5,y,n,n,n,y,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.47442,0.4362,0.3939,0.46882,0.41506
45,5,y,n,n,n,y,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.48094,0.45708,0.59712,0.46886,0.52708
46,5,y,n,n,n,y,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.48442,0.46268,0.59676,0.46886,0.52972
47,5,y,n,n,n,y,y,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.50914,0.49618,0.60188,0.4732,0.54904
48,5,y,n,n,n,y,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.44576,0.5534,0.53878,0.46886,0.54608
49,5,y,n,n,n,y,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.4093,0.47576,0.41818,0.46886,0.44696
50,5,y,n,n,n,y,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.44256,0.51448,0.47258,0.46882,0.49352
51,5,y,n,n,n,y,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.44374,0.55768,0.53934,0.46886,0.54852
52,5,y,n,n,n,y,n,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.4513,0.55864,0.53424,0.46886,0.54642
53,5,y,n,n,n,y,y,y,y,y,y,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.4586,0.56306,0.53996,0.47382,0.5515
54,5,y,n,n,n,y,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.43712,0.46634,0.54402,0.47234,0.50518
55,5,y,n,n,n,y,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.40874,0.42988,0.45126,0.46886,0.44058
56,5,y,n,n,n,y,n,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.45472,0.46536,0.50094,0.4687,0.48314
57,5,y,n,n,n,y,n,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.44848,0.4641,0.57508,0.46886,0.51958
58,5,y,n,n,n,y,n,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.45082,0.4809,0.57552,0.46882,0.5282
59,5,y,n,n,n,y,y,y,y,y,y,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.4605,0.50852,0.58486,0.47984,0.54668
60,5,y,n,n,n,y,y,n,n,n,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.65646,0.62732,0.67678,0.49536,0.65206
61,5,y,n,n,n,y,n,y,n,n,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.63096,0.56434,0.6543,0.46864,0.60932
62,5,y,n,n,n,y,n,n,y,n,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.52564,0.54112,0.5493,0.4683,0.5452
63,5,y,n,n,n,y,n,n,n,y,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.65686,0.62026,0.6699,0.49014,0.64508
64,5,y,n,n,n,y,n,n,n,n,y,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.65002,0.61468,0.6567,0.47282,0.6357
65,5,y,n,n,n,y,y,y,y,y,y,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_60.bin,100,0.6539,0.64524,0.6591,0.5466,0.65218
