N.,K,T_W2V,P_W2V,T_FT,P_FT,VEC,SUM,AVG,PROD,MIN,MAX,POS_ALL,NOUN,VERB,ADJ,ADV,A_CAPS,C_CAPS,P_EMO,N_EMO,EL_W,NEG,BAG_OF_WORDS,KERNEL,MODEL_FILE,VECTORS_SIZE,SUBJ_FSCORE,OPOS_FSCORE,ONEG_FSCORE,IRO_FSCORE,POL_FSCORE
33,5,y,n,n,n,y,y,y,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.70898,0.68342,0.686,0.52616,0.6847
34,5,y,n,n,n,y,y,y,y,y,y,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.7147,0.67536,0.69492,0.53602,0.68514
35,5,y,n,n,n,y,y,y,y,y,y,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.68716,0.66782,0.67254,0.58448,0.67016
36,5,y,n,n,n,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.59236,0.5187,0.64184,0.47406,0.5803
37,5,y,n,n,n,y,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.60002,0.49894,0.61288,0.46876,0.5559
38,5,y,n,n,n,y,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.41832,0.44098,0.38314,0.4688,0.41208
39,5,y,n,n,n,y,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.57044,0.52018,0.62748,0.46886,0.57382
40,5,y,n,n,n,y,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.56788,0.52066,0.6246,0.46886,0.57266
41,5,y,n,n,n,y,y,y,y,y,y,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.63526,0.56458,0.64376,0.49138,0.60416
42,5,y,n,n,n,y,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.48542,0.48682,0.604,0.46886,0.5454
43,5,y,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.42778,0.4343,0.54234,0.46886,0.48832
44,5,y,n,n,n,y,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.4746,0.4368,0.39298,0.46882,0.4149
45,5,y,n,n,n,y,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.5021,0.46304,0.60788,0.46886,0.53546
46,5,y,n,n,n,y,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.49718,0.47084,0.6035,0.46886,0.53718
47,5,y,n,n,n,y,y,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.52048,0.49676,0.61512,0.47222,0.55596
48,5,y,n,n,n,y,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.44614,0.55948,0.54434,0.46882,0.55192
49,5,y,n,n,n,y,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.40844,0.4818,0.43856,0.46886,0.4602
50,5,y,n,n,n,y,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.44482,0.5086,0.48496,0.46882,0.49676
51,5,y,n,n,n,y,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.45584,0.5542,0.54458,0.46886,0.54938
52,5,y,n,n,n,y,n,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.44902,0.55928,0.55,0.46886,0.55462
53,5,y,n,n,n,y,y,y,y,y,y,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.46164,0.56884,0.55126,0.47838,0.56002
54,5,y,n,n,n,y,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.43506,0.46392,0.54748,0.46986,0.5057
55,5,y,n,n,n,y,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.4101,0.43068,0.45828,0.46886,0.44448
56,5,y,n,n,n,y,n,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.44844,0.4583,0.4916,0.47088,0.47494
57,5,y,n,n,n,y,n,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.44984,0.46972,0.58016,0.4688,0.52494
58,5,y,n,n,n,y,n,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.4475,0.47492,0.58384,0.46886,0.5294
59,5,y,n,n,n,y,y,y,y,y,y,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.45904,0.49858,0.58356,0.48532,0.54108
60,5,y,n,n,n,y,y,n,n,n,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.6676,0.62566,0.67678,0.50592,0.65122
61,5,y,n,n,n,y,n,y,n,n,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.64508,0.57472,0.6623,0.46876,0.6185
62,5,y,n,n,n,y,n,n,y,n,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.51874,0.54222,0.55148,0.47294,0.54684
63,5,y,n,n,n,y,n,n,n,y,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.66184,0.6236,0.67286,0.48544,0.64824
64,5,y,n,n,n,y,n,n,n,n,y,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.66058,0.63022,0.66624,0.48002,0.64822
65,5,y,n,n,n,y,y,y,y,y,y,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_500.bin,100,0.66582,0.6493,0.66966,0.55744,0.65948
