N.,K,T_W2V,P_W2V,T_FT,P_FT,VEC,SUM,AVG,PROD,MIN,MAX,POS_ALL,NOUN,VERB,ADJ,ADV,A_CAPS,C_CAPS,P_EMO,N_EMO,EL_W,NEG,BAG_OF_WORDS,KERNEL,MODEL_FILE,VECTORS_SIZE,SUBJ_FSCORE,OPOS_FSCORE,ONEG_FSCORE,IRO_FSCORE,POL_FSCORE
15,5,n,n,y,n,y,n,y,n,n,n,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.69898,0.67406,0.68604,0.50344,0.68002
16,5,n,n,y,n,y,n,n,y,n,n,y,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.49672,0.4681,0.50614,0.44752,0.48712
17,5,n,n,y,n,y,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.48438,0.48054,0.49634,0.43452,0.48844
18,5,n,n,y,n,y,n,n,y,n,n,y,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.49508,0.4724,0.50686,0.44118,0.48966
19,5,n,n,y,n,y,n,n,y,n,n,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.47082,0.47722,0.5012,0.43666,0.48922
20,5,n,n,y,n,y,n,n,y,n,n,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.48778,0.48044,0.51082,0.44016,0.49562
21,5,n,n,y,n,y,n,n,n,y,n,y,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.48456,0.53156,0.5471,0.4773,0.53934
22,5,n,n,y,n,y,n,n,n,y,n,y,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.59204,0.50974,0.49782,0.46392,0.50378
23,5,n,n,y,n,y,n,n,n,y,n,y,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.5499,0.52514,0.43646,0.44358,0.4808
24,5,n,n,y,n,y,n,n,n,y,n,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.50128,0.46588,0.50086,0.43208,0.48338
25,5,n,n,y,n,y,n,n,n,y,n,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.60816,0.60626,0.6153,0.51106,0.61078
26,5,n,n,y,n,y,n,n,n,n,y,y,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.6054,0.5134,0.52434,0.42932,0.51888
27,5,n,n,y,n,y,n,n,n,n,y,y,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.57498,0.47646,0.55464,0.47486,0.51556
28,5,n,n,y,n,y,n,n,n,n,y,y,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.51968,0.60634,0.47664,0.45204,0.5415
29,5,n,n,y,n,y,n,n,n,n,y,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.51706,0.49204,0.45946,0.48258,0.47576
30,5,n,n,y,n,y,n,n,n,n,y,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.56164,0.58794,0.54852,0.41,0.5682
31,5,n,n,y,n,y,y,y,y,y,y,y,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.4856,0.49444,0.5277,0.44564,0.51108
32,5,n,n,y,n,y,y,y,y,y,y,y,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.49956,0.49352,0.51308,0.44402,0.50332
33,5,n,n,y,n,y,y,y,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.48728,0.49054,0.5219,0.4439,0.50622
34,5,n,n,y,n,y,y,y,y,y,y,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.48992,0.48384,0.52424,0.44268,0.50404
35,5,n,n,y,n,y,y,y,y,y,y,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.48852,0.50212,0.53938,0.45766,0.52074
36,5,n,n,y,n,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.50558,0.50062,0.53912,0.4446,0.51986
37,5,n,n,y,n,y,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.6135,0.53212,0.62194,0.46848,0.57704
38,5,n,n,y,n,y,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.48528,0.48206,0.53494,0.49682,0.50848
39,5,n,n,y,n,y,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.5304,0.52896,0.5424,0.47198,0.53568
40,5,n,n,y,n,y,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.54374,0.48832,0.53006,0.48582,0.50916
41,5,n,n,y,n,y,y,y,y,y,y,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.50622,0.50986,0.5347,0.50788,0.52228
42,5,n,n,y,n,y,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.4823,0.50018,0.51604,0.49042,0.5081
43,5,n,n,y,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.47812,0.48708,0.58066,0.46874,0.53384
44,5,n,n,y,n,y,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.46976,0.48494,0.54936,0.5085,0.51716
45,5,n,n,y,n,y,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.50692,0.50112,0.56956,0.47292,0.53536
46,5,n,n,y,n,y,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.49122,0.47004,0.55886,0.47986,0.51446
47,5,n,n,y,n,y,y,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.48878,0.50268,0.55446,0.50712,0.52856
48,5,n,n,y,n,y,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.44342,0.56446,0.51306,0.47042,0.53878
49,5,n,n,y,n,y,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.44316,0.54066,0.5219,0.47112,0.53128
50,5,n,n,y,n,y,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.44036,0.5294,0.53668,0.4784,0.53302
51,5,n,n,y,n,y,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.4672,0.54808,0.53848,0.46972,0.54328
52,5,n,n,y,n,y,n,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.44202,0.54384,0.54058,0.46936,0.5422
53,5,n,n,y,n,y,y,y,y,y,y,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.46536,0.58676,0.55014,0.5106,0.56846
54,5,n,n,y,n,y,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.45004,0.49322,0.53418,0.47384,0.51368
55,5,n,n,y,n,y,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.4419,0.46696,0.5307,0.46978,0.49882
56,5,n,n,y,n,y,n,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.44888,0.48842,0.5504,0.47982,0.5194
57,5,n,n,y,n,y,n,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.46032,0.46232,0.53324,0.46942,0.49776
58,5,n,n,y,n,y,n,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.4567,0.45832,0.56112,0.4697,0.50974
59,5,n,n,y,n,y,y,y,y,y,y,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.46584,0.50376,0.51658,0.50254,0.5102
60,5,n,n,y,n,y,y,n,n,n,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.60408,0.5738,0.59952,0.52546,0.58668
61,5,n,n,y,n,y,n,y,n,n,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.68114,0.63882,0.68004,0.48446,0.65946
62,5,n,n,y,n,y,n,n,y,n,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.50866,0.51576,0.51844,0.49086,0.5171
63,5,n,n,y,n,y,n,n,n,y,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.53346,0.5573,0.60458,0.5095,0.58094
64,5,n,n,y,n,y,n,n,n,n,y,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.58658,0.60032,0.62642,0.49054,0.61338
65,5,n,n,y,n,y,y,y,y,y,y,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_250.bin,100,0.55932,0.55998,0.5674,0.51176,0.5637
