N.,K,T_W2V,P_W2V,T_FT,P_FT,VEC,SUM,AVG,PROD,MIN,MAX,POS_ALL,NOUN,VERB,ADJ,ADV,A_CAPS,C_CAPS,P_EMO,N_EMO,EL_W,NEG,BAG_OF_WORDS,KERNEL,MODEL_FILE,VECTORS_SIZE,SUBJ_FSCORE,OPOS_FSCORE,ONEG_FSCORE,IRO_FSCORE,POL_FSCORE
29,5,n,n,y,n,y,n,n,n,n,y,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.43064,0.58146,0.44148,0.46962,0.51146
30,5,n,n,y,n,y,n,n,n,n,y,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.57278,0.59596,0.54832,0.50292,0.57214
31,5,n,n,y,n,y,y,y,y,y,y,y,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.51656,0.51436,0.53274,0.48422,0.52356
32,5,n,n,y,n,y,y,y,y,y,y,y,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.51458,0.51316,0.5501,0.48124,0.53162
33,5,n,n,y,n,y,y,y,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.51496,0.50286,0.53948,0.4782,0.52116
34,5,n,n,y,n,y,y,y,y,y,y,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.5171,0.517,0.5374,0.4791,0.5272
35,5,n,n,y,n,y,y,y,y,y,y,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.50904,0.5201,0.5439,0.48808,0.532
36,5,n,n,y,n,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.52622,0.4915,0.53514,0.5004,0.51332
37,5,n,n,y,n,y,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.59176,0.5298,0.61678,0.46868,0.57328
38,5,n,n,y,n,y,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.52004,0.48672,0.51144,0.50394,0.49908
39,5,n,n,y,n,y,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.55232,0.52864,0.55466,0.4812,0.54166
40,5,n,n,y,n,y,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.53902,0.47804,0.55324,0.4816,0.51564
41,5,n,n,y,n,y,y,y,y,y,y,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.50716,0.52534,0.57028,0.51748,0.5478
42,5,n,n,y,n,y,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.4794,0.52274,0.55564,0.47852,0.53922
43,5,n,n,y,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.47182,0.48204,0.57798,0.46868,0.53
44,5,n,n,y,n,y,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.48402,0.49118,0.48962,0.50612,0.49042
45,5,n,n,y,n,y,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.49888,0.5012,0.566,0.46882,0.53362
46,5,n,n,y,n,y,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.50826,0.48802,0.56944,0.47396,0.52874
47,5,n,n,y,n,y,y,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.48266,0.50474,0.5018,0.50328,0.50328
48,5,n,n,y,n,y,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.44608,0.5147,0.5432,0.47786,0.52892
49,5,n,n,y,n,y,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.44462,0.53936,0.52052,0.47216,0.52996
50,5,n,n,y,n,y,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.44814,0.52568,0.51584,0.46992,0.52074
51,5,n,n,y,n,y,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.43728,0.55002,0.52738,0.46882,0.5387
52,5,n,n,y,n,y,n,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.44448,0.5634,0.5407,0.47082,0.55208
53,5,n,n,y,n,y,y,y,y,y,y,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.47212,0.52244,0.5274,0.49128,0.52494
54,5,n,n,y,n,y,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.4601,0.51008,0.52896,0.47512,0.51954
55,5,n,n,y,n,y,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.44454,0.47126,0.53266,0.46862,0.50194
56,5,n,n,y,n,y,n,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.45788,0.48542,0.538,0.48446,0.51172
57,5,n,n,y,n,y,n,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.45646,0.47802,0.55964,0.46978,0.51884
58,5,n,n,y,n,y,n,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.45644,0.46494,0.53058,0.46976,0.49776
59,5,n,n,y,n,y,y,y,y,y,y,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.47838,0.51846,0.50156,0.50116,0.51
60,5,n,n,y,n,y,y,n,n,n,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.56862,0.613,0.61884,0.51824,0.61592
61,5,n,n,y,n,y,n,y,n,n,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.66136,0.63856,0.67492,0.48052,0.65674
62,5,n,n,y,n,y,n,n,y,n,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.52914,0.51962,0.56422,0.50488,0.54192
63,5,n,n,y,n,y,n,n,n,y,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.60696,0.58672,0.60238,0.52028,0.59456
64,5,n,n,y,n,y,n,n,n,n,y,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.6039,0.59746,0.56662,0.49348,0.58204
65,5,n,n,y,n,y,y,y,y,y,y,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_70.bin,100,0.57294,0.58458,0.59216,0.53262,0.58836
