N.,K,T_W2V,P_W2V,T_FT,P_FT,VEC,SUM,AVG,PROD,MIN,MAX,POS_ALL,NOUN,VERB,ADJ,ADV,A_CAPS,C_CAPS,P_EMO,N_EMO,EL_W,NEG,BAG_OF_WORDS,KERNEL,MODEL_FILE,VECTORS_SIZE,SUBJ_FSCORE,OPOS_FSCORE,ONEG_FSCORE,IRO_FSCORE,POL_FSCORE
11,5,y,n,n,n,y,n,y,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.68324,0.62468,0.68014,0.4699,0.6524
12,5,y,n,n,n,y,n,y,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.68538,0.62126,0.68004,0.46994,0.65064
13,5,y,n,n,n,y,n,y,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.68352,0.62564,0.67956,0.47118,0.65258
14,5,y,n,n,n,y,n,y,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.68422,0.62298,0.68158,0.47,0.65226
15,5,y,n,n,n,y,n,y,n,n,n,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.68896,0.6346,0.6804,0.47336,0.6575
16,5,y,n,n,n,y,n,n,y,n,n,y,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.41928,0.44082,0.384,0.46886,0.41242
17,5,y,n,n,n,y,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.46774,0.43658,0.39756,0.46884,0.41708
18,5,y,n,n,n,y,n,n,y,n,n,y,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.43462,0.49684,0.47102,0.47002,0.48394
19,5,y,n,n,n,y,n,n,y,n,n,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.44486,0.4587,0.48234,0.47002,0.47054
20,5,y,n,n,n,y,n,n,y,n,n,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.51762,0.52916,0.54052,0.4729,0.53484
21,5,y,n,n,n,y,n,n,n,y,n,y,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.66874,0.5976,0.6557,0.47118,0.62664
22,5,y,n,n,n,y,n,n,n,y,n,y,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.66664,0.60198,0.65502,0.47236,0.6285
23,5,y,n,n,n,y,n,n,n,y,n,y,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.67572,0.62108,0.64514,0.4734,0.6331
24,5,y,n,n,n,y,n,n,n,y,n,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.66958,0.60898,0.64942,0.4711,0.6292
25,5,y,n,n,n,y,n,n,n,y,n,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.69308,0.64686,0.66426,0.50532,0.65554
26,5,y,n,n,n,y,n,n,n,n,y,y,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.65792,0.59824,0.66828,0.46876,0.63326
27,5,y,n,n,n,y,n,n,n,n,y,y,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.65676,0.60616,0.6671,0.4688,0.63662
28,5,y,n,n,n,y,n,n,n,n,y,y,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.66526,0.61618,0.6597,0.4712,0.63792
29,5,y,n,n,n,y,n,n,n,n,y,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.66544,0.60636,0.66992,0.47336,0.63812
30,5,y,n,n,n,y,n,n,n,n,y,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.67754,0.6445,0.67644,0.49848,0.66048
31,5,y,n,n,n,y,y,y,y,y,y,y,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.69616,0.6635,0.68734,0.5522,0.67544
32,5,y,n,n,n,y,y,y,y,y,y,y,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.69354,0.65648,0.67954,0.52388,0.66798
33,5,y,n,n,n,y,y,y,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.69974,0.66884,0.6774,0.5186,0.6731
34,5,y,n,n,n,y,y,y,y,y,y,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.7001,0.6505,0.67974,0.52208,0.66514
35,5,y,n,n,n,y,y,y,y,y,y,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.67862,0.65936,0.66136,0.57428,0.66036
36,5,y,n,n,n,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.57214,0.50198,0.62332,0.4688,0.56266
37,5,y,n,n,n,y,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.56886,0.48846,0.5949,0.46884,0.54168
38,5,y,n,n,n,y,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.41926,0.44114,0.38424,0.46886,0.4127
39,5,y,n,n,n,y,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.5293,0.4943,0.59796,0.46886,0.5461
40,5,y,n,n,n,y,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.53584,0.51116,0.61556,0.46886,0.56338
41,5,y,n,n,n,y,y,y,y,y,y,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.60694,0.55984,0.6428,0.47838,0.60132
42,5,y,n,n,n,y,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.45608,0.46516,0.59622,0.46882,0.53068
43,5,y,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.41972,0.42986,0.53058,0.46886,0.48018
44,5,y,n,n,n,y,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.4679,0.43566,0.39768,0.46884,0.41668
45,5,y,n,n,n,y,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.47844,0.44928,0.6077,0.46886,0.52848
46,5,y,n,n,n,y,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.4783,0.45118,0.60368,0.46886,0.52742
47,5,y,n,n,n,y,y,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.50426,0.49206,0.60856,0.47322,0.55036
48,5,y,n,n,n,y,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.42932,0.54712,0.52022,0.46882,0.53366
49,5,y,n,n,n,y,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.40844,0.47136,0.40922,0.46886,0.4403
50,5,y,n,n,n,y,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.43444,0.49826,0.47126,0.47002,0.48476
51,5,y,n,n,n,y,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.43796,0.54256,0.52502,0.46886,0.53378
52,5,y,n,n,n,y,n,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.43932,0.54588,0.52642,0.46886,0.53614
53,5,y,n,n,n,y,y,y,y,y,y,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.44788,0.55068,0.5296,0.47482,0.54014
54,5,y,n,n,n,y,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.43376,0.46118,0.53974,0.47112,0.5005
55,5,y,n,n,n,y,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.40838,0.4309,0.45466,0.46886,0.44278
56,5,y,n,n,n,y,n,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.44416,0.45786,0.4826,0.47002,0.47024
57,5,y,n,n,n,y,n,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.44578,0.45824,0.5746,0.46886,0.51642
58,5,y,n,n,n,y,n,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.4422,0.46556,0.57166,0.46886,0.5186
59,5,y,n,n,n,y,y,y,y,y,y,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.4563,0.49836,0.57038,0.47686,0.53436
60,5,y,n,n,n,y,y,n,n,n,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.64052,0.61502,0.66214,0.50118,0.6386
61,5,y,n,n,n,y,n,y,n,n,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.6154,0.55934,0.64424,0.46876,0.60182
62,5,y,n,n,n,y,n,n,y,n,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.5169,0.52898,0.54094,0.4729,0.53494
63,5,y,n,n,n,y,n,n,n,y,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.63964,0.60672,0.649,0.48152,0.62782
64,5,y,n,n,n,y,n,n,n,n,y,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.6336,0.60916,0.66124,0.4819,0.6352
65,5,y,n,n,n,y,y,y,y,y,y,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_20.bin,100,0.64652,0.6341,0.65752,0.53724,0.6458
