N.,K,T_W2V,P_W2V,T_FT,P_FT,VEC,SUM,AVG,PROD,MIN,MAX,POS_ALL,NOUN,VERB,ADJ,ADV,A_CAPS,C_CAPS,P_EMO,N_EMO,EL_W,NEG,BAG_OF_WORDS,KERNEL,MODEL_FILE,VECTORS_SIZE,SUBJ_FSCORE,OPOS_FSCORE,ONEG_FSCORE,IRO_FSCORE,POL_FSCORE
1,5,n,n,y,n,y,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.61322,0.61778,0.55886,0.4922,0.58832
2,5,n,n,y,n,y,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.66068,0.62894,0.66198,0.47624,0.64548
3,5,n,n,y,n,y,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.48824,0.4731,0.50404,0.43782,0.48856
4,5,n,n,y,n,y,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.5242,0.56374,0.45864,0.4793,0.5112
5,5,n,n,y,n,y,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.48286,0.5058,0.40062,0.46886,0.4532
6,5,n,n,y,n,y,y,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.54144,0.5278,0.50616,0.49946,0.51698
7,5,n,n,y,n,y,y,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.54736,0.60526,0.54706,0.46658,0.57616
8,5,n,n,y,n,y,y,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.40162,0.4488,0.50682,0.41132,0.4778
9,5,n,n,y,n,y,y,n,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.53726,0.58094,0.54046,0.4953,0.5607
10,5,n,n,y,n,y,y,n,n,n,n,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.53284,0.53232,0.58174,0.49792,0.55704
11,5,n,n,y,n,y,n,y,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.67146,0.66044,0.6321,0.48844,0.64626
12,5,n,n,y,n,y,n,y,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.67652,0.64192,0.65326,0.47174,0.64758
13,5,n,n,y,n,y,n,y,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.67356,0.66372,0.66392,0.47622,0.66382
14,5,n,n,y,n,y,n,y,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.67456,0.65534,0.65418,0.47572,0.65478
15,5,n,n,y,n,y,n,y,n,n,n,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.6829,0.66468,0.67832,0.50578,0.6715
16,5,n,n,y,n,y,n,n,y,n,n,y,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.49306,0.48122,0.50234,0.44004,0.4918
17,5,n,n,y,n,y,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.48728,0.47972,0.50068,0.43656,0.4902
18,5,n,n,y,n,y,n,n,y,n,n,y,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.4701,0.47768,0.50088,0.43982,0.48928
19,5,n,n,y,n,y,n,n,y,n,n,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.4902,0.4766,0.5046,0.43206,0.49058
20,5,n,n,y,n,y,n,n,y,n,n,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.48954,0.48204,0.50278,0.44516,0.49238
21,5,n,n,y,n,y,n,n,n,y,n,y,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.53936,0.5044,0.55106,0.48808,0.52772
22,5,n,n,y,n,y,n,n,n,y,n,y,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.49674,0.52184,0.47336,0.47758,0.4976
23,5,n,n,y,n,y,n,n,n,y,n,y,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.44916,0.51202,0.54028,0.47798,0.52616
24,5,n,n,y,n,y,n,n,n,y,n,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.5454,0.51468,0.48096,0.37922,0.49784
25,5,n,n,y,n,y,n,n,n,y,n,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.54596,0.58546,0.5685,0.53594,0.57698
26,5,n,n,y,n,y,n,n,n,n,y,y,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.51506,0.5035,0.5707,0.47896,0.53708
27,5,n,n,y,n,y,n,n,n,n,y,y,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.51718,0.51228,0.49964,0.47936,0.50596
28,5,n,n,y,n,y,n,n,n,n,y,y,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.5066,0.40152,0.50302,0.42498,0.4523
29,5,n,n,y,n,y,n,n,n,n,y,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.51034,0.56718,0.54478,0.41942,0.55598
30,5,n,n,y,n,y,n,n,n,n,y,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.62908,0.5495,0.5586,0.44704,0.55404
31,5,n,n,y,n,y,y,y,y,y,y,y,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.48446,0.48004,0.52638,0.4478,0.5032
32,5,n,n,y,n,y,y,y,y,y,y,y,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.48746,0.49362,0.50954,0.4498,0.50158
33,5,n,n,y,n,y,y,y,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.49006,0.48738,0.5159,0.43858,0.50166
34,5,n,n,y,n,y,y,y,y,y,y,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.48494,0.48172,0.5184,0.43982,0.50006
35,5,n,n,y,n,y,y,y,y,y,y,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.4869,0.48884,0.52458,0.43878,0.50672
36,5,n,n,y,n,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.5384,0.46472,0.48554,0.506,0.47514
37,5,n,n,y,n,y,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.621,0.54272,0.62996,0.46834,0.58636
38,5,n,n,y,n,y,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.50924,0.4959,0.54402,0.48882,0.51994
39,5,n,n,y,n,y,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.52554,0.49286,0.57256,0.48262,0.5327
40,5,n,n,y,n,y,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.53462,0.51462,0.49618,0.4684,0.50538
41,5,n,n,y,n,y,y,y,y,y,y,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.50286,0.48538,0.5314,0.51132,0.50838
42,5,n,n,y,n,y,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.52802,0.49488,0.56142,0.48922,0.52816
43,5,n,n,y,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.47978,0.49304,0.586,0.46994,0.5395
44,5,n,n,y,n,y,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.47646,0.49202,0.53518,0.50626,0.5136
45,5,n,n,y,n,y,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.49838,0.49938,0.58178,0.47458,0.54058
46,5,n,n,y,n,y,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.5122,0.49144,0.5612,0.47358,0.52632
47,5,n,n,y,n,y,y,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.4697,0.51536,0.57304,0.5049,0.54422
48,5,n,n,y,n,y,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.49186,0.54812,0.5434,0.49122,0.54578
49,5,n,n,y,n,y,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.44666,0.54752,0.52278,0.47324,0.53512
50,5,n,n,y,n,y,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.4632,0.55414,0.48622,0.4861,0.52016
51,5,n,n,y,n,y,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.44892,0.54808,0.53622,0.48216,0.54216
52,5,n,n,y,n,y,n,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.4549,0.56112,0.53108,0.47926,0.54612
53,5,n,n,y,n,y,y,y,y,y,y,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.47386,0.55554,0.50864,0.50352,0.53208
54,5,n,n,y,n,y,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.44204,0.4705,0.46632,0.48218,0.46842
55,5,n,n,y,n,y,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.44076,0.47102,0.52934,0.46854,0.50016
56,5,n,n,y,n,y,n,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.43822,0.46852,0.52274,0.48324,0.49564
57,5,n,n,y,n,y,n,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.43798,0.49184,0.57102,0.47244,0.53144
58,5,n,n,y,n,y,n,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.45464,0.48152,0.5701,0.46878,0.5258
59,5,n,n,y,n,y,y,y,y,y,y,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.44258,0.49626,0.52068,0.51232,0.50846
60,5,n,n,y,n,y,y,n,n,n,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.58942,0.57974,0.57088,0.49358,0.5753
61,5,n,n,y,n,y,n,y,n,n,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.69002,0.64796,0.68234,0.48462,0.66516
62,5,n,n,y,n,y,n,n,y,n,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.49796,0.52398,0.5519,0.49104,0.53794
63,5,n,n,y,n,y,n,n,n,y,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.56844,0.56722,0.58466,0.51424,0.57594
64,5,n,n,y,n,y,n,n,n,n,y,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.59594,0.57092,0.57436,0.4976,0.57266
65,5,n,n,y,n,y,y,y,y,y,y,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_1000.bin,100,0.54566,0.5612,0.5795,0.51234,0.57034
