N.,K,T_W2V,P_W2V,T_FT,P_FT,VEC,SUM,AVG,PROD,MIN,MAX,POS_ALL,NOUN,VERB,ADJ,ADV,A_CAPS,C_CAPS,P_EMO,N_EMO,EL_W,NEG,BAG_OF_WORDS,KERNEL,MODEL_FILE,VECTORS_SIZE,SUBJ_FSCORE,OPOS_FSCORE,ONEG_FSCORE,IRO_FSCORE,POL_FSCORE
12,5,n,n,y,n,y,n,y,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.66844,0.64726,0.66652,0.47286,0.6569
13,5,n,n,y,n,y,n,y,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.668,0.65626,0.6658,0.47058,0.66104
14,5,n,n,y,n,y,n,y,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.67074,0.64704,0.66976,0.46934,0.65838
15,5,n,n,y,n,y,n,y,n,n,n,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.69516,0.67402,0.6818,0.51098,0.67796
16,5,n,n,y,n,y,n,n,y,n,n,y,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.48506,0.47572,0.51296,0.4534,0.49434
17,5,n,n,y,n,y,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.4757,0.48934,0.50956,0.45018,0.49946
18,5,n,n,y,n,y,n,n,y,n,n,y,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.4893,0.48364,0.50756,0.45564,0.49556
19,5,n,n,y,n,y,n,n,y,n,n,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.48778,0.48482,0.51312,0.45308,0.49898
20,5,n,n,y,n,y,n,n,y,n,n,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.48866,0.49122,0.51608,0.4567,0.50368
21,5,n,n,y,n,y,n,n,n,y,n,y,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.56214,0.54316,0.49538,0.47428,0.5193
22,5,n,n,y,n,y,n,n,n,y,n,y,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.51706,0.50464,0.5007,0.50626,0.50266
23,5,n,n,y,n,y,n,n,n,y,n,y,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.52148,0.5715,0.51472,0.43756,0.54312
24,5,n,n,y,n,y,n,n,n,y,n,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.53378,0.5559,0.4808,0.47756,0.51836
25,5,n,n,y,n,y,n,n,n,y,n,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.53966,0.54176,0.53308,0.50248,0.53742
26,5,n,n,y,n,y,n,n,n,n,y,y,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.54528,0.54592,0.52206,0.47982,0.53396
27,5,n,n,y,n,y,n,n,n,n,y,y,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.57368,0.48576,0.5026,0.4726,0.49418
28,5,n,n,y,n,y,n,n,n,n,y,y,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.49612,0.55354,0.52512,0.48166,0.53934
29,5,n,n,y,n,y,n,n,n,n,y,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.48994,0.5387,0.49938,0.42642,0.51904
30,5,n,n,y,n,y,n,n,n,n,y,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.5766,0.61206,0.57752,0.50326,0.59478
31,5,n,n,y,n,y,y,y,y,y,y,y,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.51386,0.51628,0.53932,0.47806,0.5278
32,5,n,n,y,n,y,y,y,y,y,y,y,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.49368,0.50326,0.53208,0.4723,0.51768
33,5,n,n,y,n,y,y,y,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.5119,0.5102,0.5338,0.47206,0.52202
34,5,n,n,y,n,y,y,y,y,y,y,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.51032,0.51432,0.53254,0.46874,0.52342
35,5,n,n,y,n,y,y,y,y,y,y,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.52026,0.50618,0.54872,0.47526,0.52746
36,5,n,n,y,n,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.4763,0.46356,0.5271,0.47792,0.49534
37,5,n,n,y,n,y,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.5939,0.51768,0.61554,0.47088,0.56662
38,5,n,n,y,n,y,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.5087,0.49894,0.5219,0.50034,0.5104
39,5,n,n,y,n,y,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.51828,0.52384,0.57538,0.46988,0.54964
40,5,n,n,y,n,y,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.55972,0.52122,0.5693,0.47494,0.54528
41,5,n,n,y,n,y,y,y,y,y,y,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.55998,0.52112,0.5493,0.50388,0.5352
42,5,n,n,y,n,y,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.4772,0.50818,0.56128,0.49796,0.53474
43,5,n,n,y,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.47412,0.48676,0.57278,0.46862,0.52974
44,5,n,n,y,n,y,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.4787,0.49702,0.53044,0.51042,0.51372
45,5,n,n,y,n,y,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.46914,0.47506,0.59944,0.46974,0.53726
46,5,n,n,y,n,y,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.4941,0.4701,0.51052,0.48438,0.4903
47,5,n,n,y,n,y,y,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.48666,0.50936,0.5481,0.51404,0.52874
48,5,n,n,y,n,y,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.43614,0.53626,0.55438,0.46974,0.54532
49,5,n,n,y,n,y,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.43176,0.5368,0.51498,0.47096,0.5259
50,5,n,n,y,n,y,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.43174,0.52432,0.52232,0.47848,0.52332
51,5,n,n,y,n,y,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.43526,0.55348,0.5384,0.4687,0.54596
52,5,n,n,y,n,y,n,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.4356,0.54792,0.54762,0.46854,0.54778
53,5,n,n,y,n,y,y,y,y,y,y,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.48162,0.54194,0.51656,0.50852,0.52928
54,5,n,n,y,n,y,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.46194,0.47246,0.5286,0.48106,0.50056
55,5,n,n,y,n,y,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.44086,0.46818,0.52478,0.46856,0.49646
56,5,n,n,y,n,y,n,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.44466,0.48316,0.52562,0.4833,0.50438
57,5,n,n,y,n,y,n,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.46066,0.46668,0.54612,0.46986,0.50642
58,5,n,n,y,n,y,n,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.44936,0.48274,0.57296,0.46886,0.52786
59,5,n,n,y,n,y,y,y,y,y,y,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.46702,0.50794,0.53128,0.49762,0.51964
60,5,n,n,y,n,y,y,n,n,n,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.56772,0.5525,0.62938,0.52946,0.59094
61,5,n,n,y,n,y,n,y,n,n,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.65298,0.62626,0.6673,0.48042,0.6468
62,5,n,n,y,n,y,n,n,y,n,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.50902,0.52504,0.5387,0.50192,0.53188
63,5,n,n,y,n,y,n,n,n,y,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.60182,0.59954,0.60084,0.52664,0.60016
64,5,n,n,y,n,y,n,n,n,n,y,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.61966,0.58416,0.61428,0.49862,0.5992
65,5,n,n,y,n,y,y,y,y,y,y,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_ft_50.bin,100,0.58024,0.58338,0.59136,0.52368,0.58736
