N.,K,T_W2V,P_W2V,T_FT,P_FT,VEC,SUM,AVG,PROD,MIN,MAX,POS_ALL,NOUN,VERB,ADJ,ADV,A_CAPS,C_CAPS,P_EMO,N_EMO,EL_W,NEG,BAG_OF_WORDS,KERNEL,MODEL_FILE,VECTORS_SIZE,SUBJ_FSCORE,OPOS_FSCORE,ONEG_FSCORE,IRO_FSCORE,POL_FSCORE
19,5,y,n,n,n,y,n,n,y,n,n,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.45256,0.45926,0.50308,0.46992,0.48116
20,5,y,n,n,n,y,n,n,y,n,n,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.5288,0.5448,0.55106,0.47296,0.54792
21,5,y,n,n,n,y,n,n,n,y,n,y,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.67138,0.61996,0.65796,0.47128,0.63896
22,5,y,n,n,n,y,n,n,n,y,n,y,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.66274,0.61466,0.65462,0.47118,0.63466
23,5,y,n,n,n,y,n,n,n,y,n,y,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.67224,0.6372,0.66504,0.47108,0.65114
24,5,y,n,n,n,y,n,n,n,y,n,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.6664,0.6241,0.65978,0.46986,0.64192
25,5,y,n,n,n,y,n,n,n,y,n,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.68172,0.65504,0.6788,0.50584,0.66694
26,5,y,n,n,n,y,n,n,n,n,y,y,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.67192,0.6094,0.66078,0.46968,0.6351
27,5,y,n,n,n,y,n,n,n,n,y,y,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.66688,0.60804,0.65014,0.46998,0.62912
28,5,y,n,n,n,y,n,n,n,n,y,y,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.66656,0.64116,0.65332,0.4721,0.64724
29,5,y,n,n,n,y,n,n,n,n,y,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.664,0.60866,0.65528,0.47332,0.63198
30,5,y,n,n,n,y,n,n,n,n,y,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.68842,0.65412,0.66482,0.51166,0.65946
31,5,y,n,n,n,y,y,y,y,y,y,y,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.70332,0.6754,0.692,0.56084,0.6837
32,5,y,n,n,n,y,y,y,y,y,y,y,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.69902,0.66036,0.68054,0.54218,0.67044
33,5,y,n,n,n,y,y,y,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.70352,0.67738,0.69176,0.53642,0.68456
34,5,y,n,n,n,y,y,y,y,y,y,y,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.70904,0.66586,0.69188,0.53788,0.67888
35,5,y,n,n,n,y,y,y,y,y,y,y,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.68606,0.661,0.67294,0.5865,0.66696
36,5,y,n,n,n,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.60032,0.51368,0.64202,0.47212,0.57782
37,5,y,n,n,n,y,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.59284,0.49498,0.60894,0.4686,0.55198
38,5,y,n,n,n,y,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.41868,0.43988,0.38252,0.4688,0.4112
39,5,y,n,n,n,y,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.56726,0.5156,0.62176,0.46886,0.56868
40,5,y,n,n,n,y,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.57368,0.51786,0.62596,0.46886,0.57194
41,5,y,n,n,n,y,y,y,y,y,y,n,y,n,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.64946,0.56972,0.65368,0.48474,0.6117
42,5,y,n,n,n,y,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.47088,0.48332,0.5946,0.46886,0.53894
43,5,y,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.42346,0.4323,0.537,0.46886,0.48466
44,5,y,n,n,n,y,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.4761,0.44118,0.39272,0.46882,0.41694
45,5,y,n,n,n,y,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.49026,0.45666,0.60578,0.46886,0.5312
46,5,y,n,n,n,y,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.4991,0.46696,0.60868,0.46886,0.53782
47,5,y,n,n,n,y,y,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.51008,0.49132,0.61362,0.46852,0.55246
48,5,y,n,n,n,y,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.4413,0.5562,0.54162,0.46886,0.54892
49,5,y,n,n,n,y,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.40892,0.47716,0.4368,0.46886,0.457
50,5,y,n,n,n,y,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.45276,0.5121,0.48606,0.46884,0.49906
51,5,y,n,n,n,y,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.45244,0.55992,0.54884,0.46886,0.55438
52,5,y,n,n,n,y,n,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.4492,0.55596,0.5511,0.46886,0.55354
53,5,y,n,n,n,y,y,y,y,y,y,n,n,n,y,n,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.46672,0.56574,0.55332,0.4727,0.55954
54,5,y,n,n,n,y,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.43812,0.46434,0.54224,0.47338,0.5033
55,5,y,n,n,n,y,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.40878,0.43134,0.45558,0.46886,0.44346
56,5,y,n,n,n,y,n,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.4517,0.45942,0.5026,0.46992,0.481
57,5,y,n,n,n,y,n,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.44806,0.47224,0.58236,0.46876,0.5273
58,5,y,n,n,n,y,n,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.44818,0.47522,0.57942,0.46886,0.52732
59,5,y,n,n,n,y,y,y,y,y,y,n,n,n,n,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.46268,0.49526,0.58228,0.4788,0.53878
60,5,y,n,n,n,y,y,n,n,n,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.66734,0.62558,0.6786,0.50326,0.65208
61,5,y,n,n,n,y,n,y,n,n,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.63982,0.57194,0.65994,0.4686,0.61594
62,5,y,n,n,n,y,n,n,y,n,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.5289,0.5456,0.55168,0.473,0.54864
63,5,y,n,n,n,y,n,n,n,y,n,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.65522,0.62784,0.67418,0.49154,0.65104
64,5,y,n,n,n,y,n,n,n,n,y,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.66056,0.62104,0.6633,0.48762,0.64216
65,5,y,n,n,n,y,y,y,y,y,y,n,y,y,y,y,n,n,n,n,n,n,n,linear,../embedding_models/tweets_w2v_250.bin,100,0.67012,0.64016,0.67218,0.55788,0.65618
